,,,,,,,,,,,,,,,,,,,,,,
Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
1606,TX,Montgomery (County),SPRING,77386,108,$222,45,"$9,991",29,16,0,0,0,26,"$36,902",$194,"$26,000","$10,708",26,0,0,0
1606,TX,Montgomery (County),THE WOODLANDS,77380,13,$101,8,$807,7,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Montgomery (County),THE WOODLANDS,77381,12,$113,4,$451,3,1,0,0,0,1,$451,$451,$0,$0,1,0,0,0
1606,TX,Montgomery (County),THE WOODLANDS,77382,11,$101,8,$807,7,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Montgomery (County),THE WOODLANDS,77384,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Montgomery (County),THE WOODLANDS,77385,8,$0,6,$0,6,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Montgomery (County),TYLER,75702,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Montgomery (County),WILLIS,77318,376,$550,221,"$121,536",98,123,0,0,0,116,"$178,830","$17,899","$104,932","$55,999",116,0,0,0
1606,TX,Montgomery (County),WILLIS,77378,763,$495,543,"$269,014",235,308,0,0,0,288,"$434,625","$53,831","$224,914","$155,880",287,0,1,1
1606,TX,Montgomery (County),Woodlake ,75865,1,$792,1,$792,0,1,0,0,0,1,"$1,449",$573,$657,$219,1,0,0,0
1606,TX,Nacogdoches (County),CHIRENO,75937,170,$934,131,"$122,394",48,82,0,0,1,60,"$109,278","$24,023","$50,720","$34,535",59,1,0,0
1606,TX,Nacogdoches (County),CHIRONO,75937,1,$807,1,$807,0,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Nacogdoches (County),CUSHING,75760,140,$453,97,"$43,896",35,62,0,0,0,44,"$46,201","$4,059","$16,000","$26,142",44,0,0,0
1606,TX,Nacogdoches (County),DEWEYVILLE,77614,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Nacogdoches (County),DOUGLAS,75644,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),DOUGLASS,75943,111,$383,84,"$32,151",29,55,0,0,0,45,"$57,763","$3,699","$31,211","$22,853",45,0,0,0
1606,TX,Nacogdoches (County),DOUGLASS,75964,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),ETOILE,74944,1,"$1,026",1,"$1,026",0,1,0,0,0,1,"$1,026",$0,$0,"$1,026",1,0,0,0
1606,TX,Nacogdoches (County),ETOILE,75937,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),ETOILE,75944,342,"$1,508",252,"$379,945",40,207,2,2,1,198,"$331,655","$68,271","$156,016","$107,368",197,1,0,0
1606,TX,Nacogdoches (County),GARRISON,75946,195,$475,133,"$63,110",45,88,0,0,0,75,"$98,722","$7,756","$50,366","$40,599",75,0,0,0
1606,TX,Nacogdoches (County),HOUSTON,77015,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),JASPER,75951,1,"$5,200",1,"$5,200",0,1,0,0,0,1,"$7,676","$5,200","$2,476",$0,1,0,0,0
1606,TX,Nacogdoches (County),MARTINSVILLE,75958,19,"$7,835",17,"$133,187",3,12,0,0,2,10,"$19,641","$5,690","$6,000","$7,951",10,0,0,0
1606,TX,Nacogdoches (County),MOSCOW,75960,1,"$1,393",1,"$1,393",0,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Nacogdoches (County),NACGDOCHES,75964,1,$618,1,$618,0,1,0,0,0,1,$618,$618,$0,$0,1,0,0,0
1606,TX,Nacogdoches (County),NACODOCHES,75961,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),NACOGDOCHE,75965,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75961,"1,075","$1,287",729,"$938,063",213,510,1,1,4,373,"$595,677","$145,318","$240,629","$209,730",369,4,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75962,5,$417,3,"$1,252",1,2,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75963,19,$610,12,"$7,323",4,8,0,0,0,6,"$7,700",$894,"$6,000",$807,6,0,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75964,989,$863,689,"$594,682",197,486,3,2,1,397,"$573,522","$137,257","$232,815","$203,450",391,6,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75965,640,$804,433,"$348,115",99,333,1,0,0,276,"$334,254","$41,546","$139,479","$153,229",276,0,0,0
1606,TX,Nacogdoches (County),NACOGDOCHES,75978,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),NACOGOCHES,75961,1,$60,1,$60,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),NACOGODCHES,75961,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),NACOGODOCHES,75965,1,$807,1,$807,0,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Nacogdoches (County),NEWTON,75966,1,"$5,505",1,"$5,505",0,1,0,0,0,1,"$6,066","$4,893",$561,$612,1,0,0,0
1606,TX,Nacogdoches (County),SACUL,75788,10,$523,7,"$3,664",2,5,0,0,0,4,"$3,683",$274,$0,"$3,408",4,0,0,0
1606,TX,Nacogdoches (County),SHIRLEY CREEK,75944,1,$742,1,$742,0,1,0,0,0,1,"$3,218",$742,"$2,476",$0,1,0,0,0
1606,TX,Nacogdoches (County),TENAHA,75974,1,$222,1,$222,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Nacogdoches (County),WODEN,75978,33,"$3,410",23,"$78,428",6,16,0,0,1,16,"$41,778","$12,379","$8,670","$20,729",15,0,1,1
1606,TX,Newton (County),Bleakwood ,75956,1,$470,1,$470,0,1,0,0,0,1,"$2,470",$470,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),BLEAKWOOD,75928,1,"$50,718",1,"$50,718",0,0,0,0,1,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),BLEAKWOOD,75933,1,"$3,036",1,"$3,036",0,1,0,0,0,1,"$2,859",$0,"$2,859",$0,1,0,0,0
1606,TX,Newton (County),BLEAKWOOD,75956,4,"$1,804",4,"$7,215",0,4,0,0,0,3,"$6,639",$0,"$4,000","$2,639",3,0,0,0
1606,TX,Newton (County),BON WEIR,74928,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),BON WEIR,75928,2,$0,2,$0,2,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),BON WER,75928,1,"$1,592",1,"$1,592",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),Bon Wier ,75928,1,"$2,585",1,"$2,585",0,1,0,0,0,1,"$5,135","$2,585","$2,000",$550,1,0,0,0
1606,TX,Newton (County),BON W IER,75928,1,$61,1,$61,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),BON WIER,75928,543,"$2,879",442,"$1,272,661",80,340,13,1,8,428,"$1,362,286","$422,983","$708,376","$230,926",412,16,0,0
1606,TX,Newton (County),BONWIER,75928,2,$0,2,$0,2,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),BUNA,77612,116,"$6,162",93,"$573,028",12,74,2,0,5,95,"$312,104","$101,595","$141,483","$69,027",91,4,0,0
1606,TX,Newton (County),BUNA,77626,2,"$2,225",2,"$4,450",0,2,0,0,0,2,"$6,984","$2,819","$2,551","$1,614",2,0,0,0
1606,TX,Newton (County),BURKEVILLE,75932,631,"$2,551",455,"$1,160,721",101,335,10,3,6,441,"$1,191,586","$373,098","$551,737","$266,751",426,14,1,1
1606,TX,Newton (County),BURKEVILLE,75966,1,$525,1,$525,0,1,0,0,0,1,"$2,219",$0,"$2,000",$219,1,0,0,0
1606,TX,Newton (County),BURKEVILLE DR,75932,1,"$1,777",1,"$1,777",0,1,0,0,0,1,$324,$0,$0,$324,1,0,0,0
1606,TX,Newton (County),CALAD,75933,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),CALL,75933,506,"$3,764",419,"$1,576,968",59,342,7,0,11,396,"$1,273,373","$476,663","$596,798","$199,912",383,13,0,0
1606,TX,Newton (County),CHESTER,75936,1,"$7,548",1,"$7,548",0,1,0,0,0,1,"$18,380","$5,200","$11,324","$1,857",0,1,0,0
1606,TX,Newton (County),CONROE,77302,1,$0,1,$0,1,0,0,0,0,1,$219,$0,$0,$219,1,0,0,0
1606,TX,Newton (County),DEWEYVILLE,77603,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),DEWEYVILLE,77614,514,"$6,787",399,"$2,708,109",73,285,14,6,21,440,"$1,764,636","$659,923","$787,282","$317,431",411,27,2,1
1606,TX,Newton (County),DEWEYVILLE,77632,5,"$5,854",5,"$29,268",1,3,0,1,0,5,"$22,155","$10,500","$2,352","$9,303",4,1,0,0
1606,TX,Newton (County),GIST,77614,1,"$3,225",1,"$3,225",0,1,0,0,0,1,"$3,026",$0,"$2,000","$1,026",1,0,0,0
1606,TX,Newton (County),GROVES,77619,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),HEMPHILL,75948,2,$403,2,$807,1,1,0,0,0,1,"$2,807",$0,"$2,000",$807,1,0,0,0
1606,TX,Newton (County),JASPER,75951,8,"$1,431",7,"$10,017",2,5,0,0,0,6,"$14,200","$5,656","$6,776","$1,768",6,0,0,0
1606,TX,Newton (County),KIRBYVILLE,75956,134,"$3,908",104,"$406,452",24,75,2,0,3,98,"$305,738","$117,332","$118,613","$69,793",93,5,0,0
1606,TX,Newton (County),LAKE TOLEDO BEND,75932,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),MAURICEVILLE,77626,5,"$3,683",5,"$18,414",1,4,0,0,0,4,"$20,678","$12,785","$4,776","$3,116",4,0,0,0
1606,TX,Newton (County),Mayflower Community  ,75972,1,"$5,622",1,"$5,622",0,1,0,0,0,1,"$5,552","$5,200",$352,$0,1,0,0,0
1606,TX,Newton (County),NEWTON,75932,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),NEWTON,75956,1,"$2,510",1,"$2,510",0,1,0,0,0,1,"$4,510","$1,485","$2,000","$1,026",1,0,0,0
1606,TX,Newton (County),NEWTON,75966,"1,627","$2,652",1231,"$3,265,141",238,955,20,4,14,1207,"$3,324,815","$966,968","$1,734,329","$623,519","1,181",26,0,0
1606,TX,Newton (County),NEWTON,77656,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),OLD SALEM,75933,1,"$3,004",1,"$3,004",0,1,0,0,0,1,"$5,356","$2,785","$2,352",$219,1,0,0,0
1606,TX,Newton (County),ORANGE,77630,1,"$2,215",1,"$2,215",0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Newton (County),ORANGE,77632,217,"$6,905",174,"$1,201,479",23,134,2,2,13,187,"$783,241","$263,514","$321,645","$198,081",171,14,2,0
1606,TX,Newton (County),PORT ARTHUR,77640,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Newton (County),TOLEDO,75932,3,"$4,533",3,"$13,599",0,2,1,0,0,3,"$3,077",$0,$0,"$3,077",3,0,0,0
1606,TX,Newton (County),VIDOR,77662,2,"$3,956",2,"$7,912",0,2,0,0,0,2,"$12,688","$7,912","$4,776",$0,2,0,0,0
1606,TX,Newton (County),WIERGATE,75977,270,"$2,928",218,"$638,401",62,150,1,2,3,202,"$643,354","$248,016","$304,789","$90,548",194,8,0,0
1606,TX,Orange (County),BEAUMONT,77702,1,"$3,723",1,"$3,723",0,1,0,0,0,1,"$3,026",$0,"$2,000","$1,026",1,0,0,0
1606,TX,Orange (County),BEAUMONT,77713,1,$0,1,$0,1,0,0,0,0,1,$856,$0,$0,$856,1,0,0,0
1606,TX,Orange (County),BEAUMONT,77720,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),BOUMOUNT,77705,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),BRIDGE CITY,77611,"2,998","$2,236",1888,"$4,222,040",299,"1,534",36,7,12,2622,"$6,438,792","$496,870","$4,949,059","$992,862","2,606",16,0,0
1606,TX,Orange (County),CALL,75933,1,"$1,586",1,"$1,586",0,1,0,0,0,1,"$1,586","$1,586",$0,$0,1,0,0,0
1606,TX,Orange (County),DEWEYVILLE,77614,5,$812,5,"$4,062",3,2,0,0,0,4,"$10,064",$0,"$8,000","$2,064",4,0,0,0
1606,TX,Orange (County),DEWEYVILLE,77714,1,"$59,422",1,"$59,422",0,0,0,0,1,1,"$2,219",$0,"$2,000",$219,1,0,0,0
1606,TX,Orange (County),EAST LN,77662,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),FRED,77616,1,"$3,380",1,"$3,380",0,1,0,0,0,1,"$2,807",$0,"$2,000",$807,1,0,0,0
1606,TX,Orange (County),GANDY,77630,1,"$2,239",1,"$2,239",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),HOUSTON,77036,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),HOUSTON,77090,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),HUMBLE,77346,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),KOUNTZE,77625,2,"$1,156",2,"$2,312",0,2,0,0,0,2,"$5,245",$219,"$4,000","$1,026",2,0,0,0
1606,TX,Orange (County),LAKEVIEW,77662,1,$858,1,$858,0,1,0,0,0,1,"$2,858",$858,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),LEAGUE CITY,77573,1,$67,1,$67,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),LUMBERTON,77657,1,"$8,564",1,"$8,564",0,1,0,0,0,1,"$9,118","$3,781",$554,"$4,783",1,0,0,0
1606,TX,Orange (County),MAURICEVILLE,77622,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),MAURICEVILLE,77626,362,"$3,090",262,"$809,543",54,201,2,1,4,307,"$866,878","$179,011","$543,790","$144,078",301,5,1,1
1606,TX,Orange (County),MAURICEVILLE,77632,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),MAURICEVILLE,77662,1,"$2,321",1,"$2,321",0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),NEDERLAND,77627,2,"$1,223",2,"$2,446",0,2,0,0,0,2,"$6,089",$0,"$4,000","$2,089",2,0,0,0
1606,TX,Orange (County),ONALASKA,77360,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),orange ,77632,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),Orange ,77632,1,"$1,815",1,"$1,815",0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Orange (County),ORANGE,77626,2,$545,2,"$1,090",1,1,0,0,0,1,"$3,026",$0,"$2,000","$1,026",1,0,0,0
1606,TX,Orange (County),ORANGE,77630,"8,338","$3,431",5543,"$19,019,311",930,"4,367",117,17,112,7080,"$20,213,123","$3,587,155","$13,355,072","$3,270,896","6,916",146,18,14
1606,TX,Orange (County),ORANGE,77631,19,"$1,975",10,"$19,752",7,2,1,0,0,14,"$28,752",$0,"$26,000","$2,752",14,0,0,0
1606,TX,Orange (County),ORANGE,77632,"7,009","$4,149",4903,"$20,344,095",832,"3,842",75,18,136,6034,"$17,344,548","$3,151,774","$10,962,459","$3,230,315","5,887",131,16,12
1606,TX,Orange (County),ORANGE CITY,77638,1,"$1,293",1,"$1,293",0,1,0,0,0,1,"$3,026",$0,"$2,000","$1,026",1,0,0,0
1606,TX,Orange (County),ORANGEFIELD,77630,2,"$1,207",2,"$2,414",1,1,0,0,0,2,"$6,964","$2,414","$4,000",$550,2,0,0,0
1606,TX,Orange (County),ORANGEFIELD,77631,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),ORANGEFIELD,77639,127,"$3,090",95,"$293,551",15,75,4,0,1,113,"$318,361","$83,187","$194,791","$40,383",112,1,0,0
1606,TX,Orange (County),ORANGE ST,77632,1,"$1,179",1,"$1,179",0,1,0,0,0,1,"$2,807",$0,"$2,000",$807,1,0,0,0
1606,TX,Orange (County),PORT NECHES,77651,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),PRAIRIEVILLE,77630,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),SILSBEE,77656,1,"$3,663",1,"$3,663",0,1,0,0,0,1,"$5,663","$3,663","$2,000",$0,1,0,0,0
1606,TX,Orange (County),ST CHARLES,77662,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),VIDOR,77662,"9,100","$3,611",6516,"$23,528,104","1,236","4,967",128,21,164,7806,"$22,938,224","$4,823,709","$14,148,144","$3,966,370","7,589",200,17,12
1606,TX,Orange (County),VIDOR,77670,42,"$6,645",31,"$205,983",6,21,0,2,2,34,"$112,321","$36,691","$63,163","$12,466",32,2,0,0
1606,TX,Orange (County),VOIDOR,77662,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Orange (County),WEST ORANGE,77630,23,"$3,041",18,"$54,730",1,17,0,0,0,20,"$71,321","$27,049","$34,167","$10,105",20,0,0,0
1606,TX,Orleans (Parish),NEW ORLEANS,70117,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),ACE,77326,109,"$1,110",86,"$95,431",23,62,0,0,1,70,"$129,373","$34,621","$67,638","$27,114",69,1,0,0
1606,TX,Polk (County),ACE,77383,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),BAYTOWN,77521,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),BIG THICKET LAKE ESTATES,77351,1,"$1,051",1,"$1,051",0,1,0,0,0,1,"$2,498",$0,"$2,000",$498,1,0,0,0
1606,TX,Polk (County),BLANCHARD,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),burkeville,75932,1,"$2,942",1,"$2,942",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),CAMDEN,75901,1,$209,1,$209,0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),CAMDEN,75934,38,"$1,521",32,"$48,659",7,25,0,0,0,25,"$58,830","$30,035","$19,314","$9,481",25,0,0,0
1606,TX,Polk (County),CHESTER,75936,12,"$1,357",9,"$12,217",3,6,0,0,0,6,"$6,253",$0,"$2,000","$4,253",6,0,0,0
1606,TX,Polk (County),CLEVELAND,66327,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),CLEVELAND,77327,3,$197,3,$591,2,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),COLDSPRING,77331,1,"$2,562",1,"$2,562",0,1,0,0,0,1,"$2,562","$1,755",$0,$807,1,0,0,0
1606,TX,Polk (County),CORRIGAN,75927,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),CORRIGAN,75939,805,"$2,925",585,"$1,711,283",153,427,3,1,1,437,"$738,585","$106,426","$416,924","$215,235",436,1,0,0
1606,TX,Polk (County),DALLARDSVILLE,77332,25,$734,20,"$14,687",6,14,0,0,0,14,"$31,559","$3,219","$24,456","$3,884",14,0,0,0
1606,TX,Polk (County),DIBOLL,75941,2,"$1,832",2,"$3,665",0,2,0,0,0,1,"$3,041","$2,234",$0,$807,1,0,0,0
1606,TX,Polk (County),DICKINSON,77539,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),GOODRICH,77335,513,"$1,325",358,"$474,491",134,218,3,0,3,251,"$541,603","$139,268","$309,992","$92,343",250,1,0,0
1606,TX,Polk (County),GOODRICH,77351,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),GOODRICH,77355,1,$807,1,$807,0,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Polk (County),GOODRICH,77531,2,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),GOODRISH,77335,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HORTENSE,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HOUSTON,77035,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HOUSTON,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HUNTSVILLE,77320,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HUNTSVILLE,77341,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),HUNTSVILLE,77342,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),INDIAN SPRINGS,77461,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),INDIAN SPRINGS LIVINGSTON,77351,2,"$2,930",2,"$5,860",1,1,0,0,0,1,"$5,803","$5,200",$384,$219,1,0,0,0
1606,TX,Polk (County),JACK STATION,75960,1,"$6,479",1,"$6,479",0,1,0,0,0,1,"$7,200","$5,200","$2,000",$0,1,0,0,0
1606,TX,Polk (County),JASPER,75951,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),LEGETT,77350,1,$14,1,$14,0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),LEGGETT,77350,103,"$2,436",87,"$211,947",18,67,1,0,1,51,"$140,033","$59,032","$65,144","$15,857",50,1,0,0
1606,TX,Polk (County),LIVINGINSTON,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),Livingston ,77391,1,$807,1,$807,0,1,0,0,0,1,$807,$0,$0,$807,1,0,0,0
1606,TX,Polk (County),LIVINGSTON,77036,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77067,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77350,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77351,"5,218","$1,351",3751,"$5,067,235","1,096","2,606",28,6,15,2478,"$5,078,390","$1,537,216","$2,436,861","$1,104,313","2,444",33,1,0
1606,TX,Polk (County),LIVINGSTON,77357,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77360,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77361,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77391,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),LIVINGSTON,77399,11,$101,8,$807,7,1,0,0,0,3,"$4,807",$0,"$4,000",$807,3,0,0,0
1606,TX,Polk (County),LIVINGTON,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),MISSOURI CITY,77489,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),MOSCOW,75960,246,$638,190,"$121,191",63,126,1,0,0,122,"$175,712","$20,143","$106,000","$49,569",122,0,0,0
1606,TX,Polk (County),MUSCOVY TRAIL,77351,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),NEW WILLARD,77350,1,"$9,120",1,"$9,120",0,1,0,0,0,1,"$7,584","$5,200","$2,384",$0,1,0,0,0
1606,TX,Polk (County),OALASKA,77360,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),ONALAKSA,77360,1,$440,1,$440,0,1,0,0,0,1,$440,$221,$0,$219,1,0,0,0
1606,TX,Polk (County),ONALASKA,77029,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),ONALASKA,77360,953,"$1,453",650,"$944,185",226,415,4,2,3,377,"$802,802","$299,556","$331,536","$171,710",368,9,0,0
1606,TX,Polk (County),ONALASKA,77361,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1606,TX,Polk (County),ONALASKA,77364,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),ONLASKA,77360,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1606,TX,Polk (County),ROMAR,77327,1,"$3,381",1,"$3,381",0,1,0,0,0,1,"$3,837","$3,381",$456,$0,1,0,0,0
1606,TX,Polk (County),RYE,77369,23,"$1,538",20,"$30,755",5,15,0,0,0,16,"$35,666","$19,253","$12,310","$4,103",16,0,0,0
