Rita,Harvey,mergecell,Geofips,State,Geoname,GDPsub_Gov2012,GDPsub_Gov2013,GDPsub_Gov2014,GDPsub_Gov2015,GDPsub_PrGood2012,GDPsub_PrGood2013,GDPsub_PrGood2014,GDPsub_PrGood2015,GDPsub_PrServ2012,GDPsub_PrServ2013,GDPsub_PrServ2014,GDPsub_PrServ2015,GDP_2012,GDP_2013,GDP_2014,GDP_2015,PerCapInc2003,PerCapInc2004,PerCapInc2005,PerCapInc2006,PerCapInc2007,PerCapInc2008,PerCapInc2009,PerCapInc2010,PerCapInc2011,PerCapInc2012,PerCapInc2013,PerCapInc2014,PerCapInc2015,PerCapInc2016,PerCapInc2017,Popula2003,Popula2004,Popula2005,Popula2006,Popula2007,Popula2008,Popula2009,Popula2010,Popula2011,Popula2012,Popula2013,Popula2014,Popula2015,Popula2016,Popula2017,PersInc2003,PersInc2004,PersInc2005,PersInc2006,PersInc2007,PersInc2008,PersInc2009,PersInc2010,PersInc2011,PersInc2012,PersInc2013,PersInc2014,PersInc2015,PersInc2016,PersInc2017
0,0,anderson_tx,48001,TX,"Anderson, TX",353181,364300,373853,379081,252502,264639,280690,255842,1052845,1087229,1148385,1115619,1658527,1716169,1802928,1750543,19314,19909,20903,22203,23922,25932,25272,26725,28165,29598,30051,30978,31947,33186,33362,56068,56245,56873,57386,57870,57963,58410,58495,58379,58036,57960,57837,57641,57558,57741,1082875,1119799,1188813,1274139,1384381,1503087,1476138,1563308,1644218,1717742,1741758,1791659,1841435,1910130,1926333
0,0,andrews_tx,48003,TX,"Andrews, TX",86336,94068,104376,112024,604696,701949,756245,521514,327043,373943,427631,410584,1018074,1169960,1288251,1044121,24899,26461,29150,32818,34910,39946,34088,36393,42710,48120,50233,54259,45836,40850,43105,12976,13006,13016,13195,13513,14099,14601,14847,15386,16106,16788,17448,18092,17837,17722,323084,344153,379420,433032,471737,563196,497715,540329,657133,775017,843304,946718,829270,728642,763902
Rita,0,angelina_tx,48005,TX,"Angelina, TX",422059,435034,448495,466869,924894,867072,973580,843033,1837446,1907102,1969940,1967558,3184399,3209208,3392014,3277460,24985,25737,26733,28170,29737,31285,30494,31315,33272,35214,34744,37273,38133,37485,37555,81510,82070,82553,83810,84518,84961,86029,86903,87282,87496,87365,87601,87901,87830,87805,2036544,2112269,2206896,2360893,2513351,2657994,2623389,2721392,2904032,3081076,3035372,3265174,3351891,3292273,3297553
0,Harvey,aransas_tx,48007,TX,"Aransas, TX",66852,67706,69293,73815,143523,142991,156343,125833,318404,347062,346736,365020,528779,557760,572373,564667,25659,27534,29574,31858,33884,35826,35188,37509,40338,44309,45257,46502,47251,43825,44820,22843,23067,23561,23395,23172,23225,23291,23181,23228,23462,23897,24581,24834,25275,25572,586137,635120,696800,745324,785170,832049,819564,869502,936968,1039579,1081516,1143055,1173424,1107668,1146138
0,0,archer_tx,48009,TX,"Archer, TX",31429,35226,36813,34966,150923,178865,167259,101747,70767,96730,102882,114408,253119,310821,306953,251121,28941,29151,29867,33215,35266,39847,37143,38980,42338,45627,47679,49893,46335,46335,47110,9013,9078,9068,9063,9026,9104,9023,9112,8834,8808,8793,8835,8755,8774,8809,260844,264630,270837,301030,318312,362765,335138,355184,374018,401881,419243,440801,405667,406544,414992
0,0,armstrong_tx,48011,TX,"Armstrong, TX",7405,7995,8173,8337,9067,12075,12350,14955,14957,13045,13491,15338,31430,33116,34014,38630,33000,34560,35084,36051,40825,39414,36937,40176,38725,37206,42665,43644,44196,45859,45262,2001,2023,2037,1989,1936,1936,1911,1902,1937,1955,1940,1917,1902,1856,1879,66032,69915,71467,71705,79038,76306,70586,76415,75010,72737,82770,83666,84061,85114,85048
0,0,atascosa_tx,48013,TX,"Atascosa, TX",142586,153729,163925,173747,579786,737300,755047,585009,791885,927771,1165539,1540970,1514256,1818801,2084511,2299726,21113,21520,22811,24583,25914,27519,26807,28793,31894,34097,35589,37875,35683,33961,34372,41306,42109,42495,43059,43611,43947,44623,44950,45483,46415,46997,47700,48349,48666,48981,872104,906195,969374,1058504,1130117,1209399,1196208,1294237,1450641,1582606,1672557,1806653,1725230,1652769,1683594
0,Harvey,austin_tx,48015,TX,"Austin, TX",113733,102449,94954,99265,375421,411966,380073,480555,581642,624570,675268,725332,1070796,1138985,1150295,1305153,29725,30682,33580,37452,39482,42626,39004,39332,41248,46698,46055,49177,50887,49060,49262,25388,25976,26331,26828,27454,27935,28254,28357,28570,28516,28651,28940,29447,29637,29786,754668,796999,884192,1004767,1083946,1190771,1102030,1115335,1178450,1331630,1319531,1423173,1498477,1453991,1467332
0,0,bailey_tx,48017,TX,"Bailey, TX",33574,34468,34937,30169,94502,132735,118660,133562,98971,105359,112732,117162,227048,272561,266329,280893,24424,24143,26949,27162,28204,29223,26659,31605,34093,35723,36436,43351,44829,39170,44659,6791,6945,7024,7001,6927,6979,7050,7153,7159,7107,7097,6939,7199,7180,7077,165864,167670,189292,190158,195372,203945,187944,226072,244074,253881,258584,300813,322727,281238,316051
0,0,bandera_tx,48019,TX,"Bandera, TX",48147,49132,48860,49515,72942,83914,85344,70095,129355,153489,168394,172119,250444,286535,302598,291729,26774,27953,29853,31263,32102,34700,33528,32915,35725,38553,39575,41224,41441,41682,42330,19044,19226,19428,19775,20254,20407,20365,20557,20538,20595,20561,20814,21146,21710,22351,509886,537420,579984,618220,650204,708129,682800,676632,733720,794006,813709,858028,876308,904915,946129
0,Harvey,bastrop_tx,48021,TX,"Bastrop, TX",272511,282574,286156,303580,399297,415160,404167,411505,955046,991872,1089742,1153361,1626854,1689605,1780065,1868447,23350,23635,24928,25979,27334,28398,27939,28666,29286,30466,30694,31987,33588,33761,34969,65825,67122,68233,69720,71348,72389,73587,74317,75090,74799,75896,77919,80198,82754,84761,1537019,1586445,1700932,1811263,1950212,2055732,2055963,2130395,2199078,2278804,2329554,2492357,2693653,2793868,2964012
0,0,baylor_tx,48023,TX,"Baylor, TX",14295,14251,14492,15319,23480,31289,30937,32261,49556,52185,53224,70250,87331,97725,98652,117830,27157,27272,27494,28845,29290,33603,31607,32602,34781,36186,36933,39165,39219,37599,39650,3941,3955,3877,3870,3905,3747,3726,3708,3695,3590,3577,3567,3649,3638,3581,107024,107861,106596,111629,114376,125909,117769,120890,128516,129907,132108,139701,143111,136785,141987
0,Harvey,bee_tx,48025,TX,"Bee, TX",206296,211709,213550,224904,309659,347507,323931,167817,341948,357801,381077,400421,857903,917018,918558,793142,16829,17520,19022,19994,20989,25309,22896,25352,25448,27879,29140,29971,27684,26419,27078,32620,32352,32101,31977,31936,31814,31864,31863,32312,32474,32803,32837,32609,32835,32563,548977,566804,610632,639349,670297,805171,729546,807792,822267,905358,955886,984145,902742,867470,881725
0,0,bell_tx,48027,TX,"Bell, TX",7345263,6873325,6765498,6889635,1212386,1313798,1314421,1382936,5638785,5918281,6238230,6751401,14196434,14105404,14318149,15023972,28782,29766,31811,34423,36430,38787,39425,38795,40472,39775,38977,39834,41138,41013,42024,252922,258138,266017,273771,287752,297873,301050,312854,315809,324989,327150,330248,336094,341203,347833,7279653,7683608,8462224,9424053,10482852,11553463,11868781,12137263,12781323,12926395,12751434,13155069,13826273,13993757,14617434
0,0,bexar_tx,48029,TX,"Bexar, TX",15534056,15842668,16302686,17021713,12808306,16485486,20296980,15653046,56206179,58791829,63431063,68787785,84548540,91119983,100030730,101462544,29342,29889,31432,33312,34335,36081,34160,35480,38038,38443,39101,41837,42632,42735,43798,1469623,1500919,1529270,1573935,1615210,1651709,1685628,1722797,1755124,1788244,1821250,1857635,1894811,1927747,1958578,43121614,44860358,48067656,52431598,55458567,59596002,57580676,61125160,66760660,68745923,71213358,77717978,80779139,82381926,85782196
Rita,0,blanco_tx,48031,TX,"Blanco, TX",35884,36850,38085,40230,89438,91150,92694,104602,144271,193148,138696,146424,269593,321148,269475,291255,29599,30741,32985,36191,40203,46862,47770,41037,41301,42944,43939,46389,47592,48112,48978,9096,9337,9554,9686,9835,10061,10315,10509,10569,10614,10636,10804,11038,11341,11626,269231,287033,315135,350542,395393,471476,492748,431256,436507,455804,467340,501192,525322,545640,569421
0,0,borden_tx,48033,TX,"Borden, TX",5655,5778,5962,6400,5416,5475,6118,6619,31432,35384,44508,81295,42502,46638,56587,94315,34410,33569,41699,29123,41791,40350,34291,47297,50021,55461,58426,50242,60337,52974,51776,666,671,638,634,597,612,618,646,632,614,646,666,656,660,673,22917,22525,26604,18464,24949,24694,21192,30554,31613,34053,37743,33461,39581,34963,34845
0,0,bosque_tx,48035,TX,"Bosque, TX",60133,70951,75695,79053,115050,119867,144177,131031,204774,287206,293351,338042,379958,478024,513223,548125,24964,25607,27323,27900,29391,31827,31570,32504,34421,35755,37001,38871,39954,40114,40704,17647,17871,17990,18046,18077,17939,18004,18272,18260,18123,17862,17716,17863,18010,18326,440539,457625,491548,503489,531293,570947,568392,593920,628522,647996,660907,688632,713697,722456,745938
0,0,bowie_tx,48037,TX,"Bowie, TX",911940,801938,782156,864389,326994,390030,406094,433266,2084754,2196066,2382240,2521866,3323687,3388034,3570490,3819520,26108,27438,28644,29649,31419,33064,32828,33984,35291,35791,34820,35616,37364,37954,38807,88839,89055,89239,90235,90456,91349,92231,92635,92907,93114,93456,93428,93400,93881,94012,2319449,2443535,2556167,2675383,2842068,3020408,3027787,3148111,3278807,3332621,3254126,3327522,3489792,3563192,3648286
Rita,Harvey,brazoria_tx,48039,TX,"Brazoria, TX",1162590,1222216,1269836,1413372,6521098,7244089,7580320,7645021,4839883,5026441,5155352,5200077,12523572,13492746,14005507,14258470,28489,28765,30716,33282,36096,37806,36222,36931,38904,40735,41752,44389,45577,45744,45925,261269,268051,274336,284248,293296,301336,309236,314453,319274,324433,330170,337782,345738,353828,362457,7443391,7710520,8426440,9460430,10586687,11392290,11201191,11613156,12421025,13215799,13785281,14993764,15757592,16185669,16645867
0,0,brazos_tx,48041,TX,"Brazos, TX",2241619,2356686,2458385,2599402,1276850,1386591,1620179,1553416,3922600,4061347,4264249,4516799,7441069,7804624,8342813,8669617,22675,23282,24359,25603,26572,28756,28577,29805,30991,32534,33276,35331,35843,36101,37352,163279,166150,169824,175433,179472,185098,191434,195662,197493,200269,204151,208720,215891,219561,222830,3702331,3868316,4136703,4491528,4768844,5322636,5470701,5831695,6120504,6515594,6793412,7374301,7738088,7926474,8323157
0,0,brewster_tx,48043,TX,"Brewster, TX",102496,103073,103346,105392,34639,30833,33562,35954,167406,179410,185667,191993,304541,313316,322575,333340,29693,31174,30425,31853,30518,32860,33683,35484,36869,36312,37426,40492,41718,43644,44418,9030,9002,8830,8790,8843,8868,9054,9260,9352,9262,9290,9150,9132,9193,9337,268131,280628,268649,279991,269869,291403,304965,328585,344795,336318,347691,370501,380973,401218,414727
0,0,briscoe_tx,48045,TX,"Briscoe, TX",5883,6222,6300,6739,10259,14017,14087,16366,8619,8642,8865,23971,24761,28882,29252,47076,25349,23138,27056,23015,29251,26668,30459,36884,31289,30420,41892,33864,34696,30589,34165,1763,1768,1726,1704,1647,1651,1634,1632,1657,1573,1559,1549,1513,1486,1528,44691,40908,46698,39218,48177,44029,49770,60195,51846,47850,65309,52456,52495,45455,52204
0,0,brooks_tx,48047,TX,"Brooks, TX",73385,76220,82809,89303,82597,80111,77887,56701,74227,75598,78329,77391,230210,231929,239024,223396,19966,20969,22232,24251,25207,26454,25833,28202,31419,32466,33437,34782,35122,32881,33466,7627,7593,7562,7490,7413,7345,7297,7208,7222,7198,7261,7256,7238,7263,7235,152280,159216,168119,181642,186859,194302,188501,203278,226909,233690,242784,252378,254212,238814,242124
0,0,brown_tx,48049,TX,"Brown, TX",172020,178075,187876,197928,397048,446258,453973,427417,527830,549520,595900,659370,1096898,1173853,1237749,1284714,22431,22695,23759,24468,25936,27370,27865,29303,30278,31272,32760,34585,35658,35795,37041,37654,37940,38172,38492,38221,38135,38001,38079,37981,37755,37610,37500,37709,38065,38053,844625,861037,906918,941822,991297,1043738,1058885,1115846,1149983,1180657,1232085,1296925,1344642,1362540,1409521
0,0,burleson_tx,48051,TX,"Burleson, TX",47833,48233,49445,51720,227759,238716,217098,197076,189258,198787,218233,229609,464850,485736,484776,478404,24958,25567,26941,29372,30628,32533,32096,34301,35525,38235,39370,40597,40830,40002,40482,16881,16964,17167,17000,16982,17025,17076,17233,17304,17409,17244,17353,17559,17811,18011,421311,433718,462491,499319,520123,553866,548069,591112,614725,665636,678891,704483,716930,712483,729124
Rita,0,burnet_tx,48053,TX,"Burnet, TX",160201,162974,167044,175848,251015,269290,286856,290871,701600,800969,947393,949216,1112816,1233233,1401294,1415935,27159,28199,29982,32862,34792,36805,34788,34729,37045,41080,39822,42901,44043,44398,45350,37776,38966,39798,41109,42026,42477,42611,42755,43216,43377,43605,43979,44781,45914,46804,1025977,1098791,1193220,1350943,1462154,1563345,1482363,1484831,1600941,1781921,1736420,1886748,1972302,2038496,2122566
0,Harvey,caldwell_tx,48055,TX,"Caldwell, TX",106688,113711,112988,119368,256061,257396,240085,206594,350473,371567,429859,407698,713222,742674,782933,733661,21112,21268,22562,23208,24250,25315,25182,26619,28897,29537,29074,30129,31416,31849,32889,35330,36200,36388,36533,36906,37671,37829,38128,38422,38684,39205,39693,40377,41108,42338,745890,769893,820996,847854,894956,953659,952605,1014943,1110273,1142626,1139850,1195924,1268467,1309255,1392457
0,Harvey,calhoun_tx,48057,TX,"Calhoun, TX",89403,94022,96691,103188,1212943,1305811,1294578,1314194,574832,588336,580604,589474,1877178,1988169,1971873,2006857,22395,21878,23577,25141,27901,31189,28065,29919,33278,34422,37422,36853,37011,35824,36587,20575,20692,20715,20839,20888,21127,21388,21311,21356,21575,21735,21805,21881,21942,21744,460776,452704,488394,523904,582804,658928,600252,637600,710684,742664,813372,803584,809845,786061,795537
0,0,callahan_tx,48059,TX,"Callahan, TX",39859,40040,39805,41704,71452,83689,80195,73910,85677,92210,106984,120770,196988,215939,226983,236383,24285,24188,25508,26881,28589,29068,28033,29771,31443,34400,35784,37774,37902,37115,38029,12913,13156,13281,13309,13418,13474,13548,13511,13508,13483,13496,13499,13580,13777,13946,313589,318215,338769,357757,383606,391659,379787,402234,424726,463821,482940,509905,514707,511337,530353
0,0,cameron_tx,48061,TX,"Cameron, TX",2155320,2219766,2294464,2373164,1192308,1187927,1135641,1181140,5239471,5454251,5747690,5915032,8587099,8861944,9177795,9469337,17877,18044,18721,19685,20661,21767,22200,23363,24131,24642,25027,25954,26807,27406,27741,358492,366299,373429,380169,386306,393000,400303,407590,412917,415370,417095,418838,419579,421766,423725,6408601,6609610,6990927,7483539,7981577,8554557,8886806,9522683,9964151,10235440,10438841,10870391,11247720,11559021,11754457
0,0,camp_tx,48063,TX,"Camp, TX",35317,36218,36991,38209,79257,85118,83639,90728,211274,228914,231086,223863,325848,350250,351716,352800,25669,26871,27695,28604,29250,31701,31698,32005,32315,33724,35622,37975,39518,37477,38491,11582,11715,11990,12068,12253,12331,12364,12396,12408,12460,12435,12622,12663,12775,12855,297294,314798,332060,345198,358404,390900,391909,396739,400965,420201,442963,479315,500418,478765,494801
0,0,carson_tx,48065,TX,"Carson, TX",24972,25385,25877,27707,552603,475347,473757,443333,64797,80129,104709,199853,642371,580861,604343,670893,27151,27206,28383,27187,32788,32861,33026,38476,36258,37639,43905,41934,45071,42503,44364,6391,6381,6449,6413,6361,6260,6220,6159,6234,6086,5984,6033,6007,6107,6032,173519,173600,183044,174353,208562,205708,205422,236971,226034,229073,262727,252985,270739,259567,267604
0,0,cass_tx,48067,TX,"Cass, TX",97578,100140,102164,105656,249120,313749,327926,313524,242227,231179,239671,250759,588925,645068,669760,669939,21917,23425,24112,24848,26512,28356,27876,30114,31892,32921,32893,34393,34838,35000,35996,30065,30053,30088,30095,30176,30217,30297,30455,30275,30023,30232,30121,30143,30080,30012,658941,703999,725486,747790,800026,856843,844552,917124,965519,988380,994415,1035956,1050127,1052812,1080323
0,0,castro_tx,48069,TX,"Castro, TX",32571,34857,35900,37451,314404,323226,304289,349348,78078,88153,99583,108395,425054,446236,439772,495194,36939,33459,38971,34706,37928,38096,32263,44680,52018,44472,44561,54772,67207,46761,50209,8037,7947,7908,7780,7737,7758,7856,8121,8070,8217,8081,7909,7801,7823,7843,296878,265902,308180,270009,293451,295548,253459,362849,419784,365426,360097,433190,524284,365814,393790
Rita,Harvey,chambers_tx,48071,TX,"Chambers, TX",131949,140841,148775,160148,614388,674247,563648,613853,1323564,1136758,1149205,1306884,2069901,1951847,1861629,2080885,27827,29588,30615,32897,35067,38081,36955,39184,42563,44651,46484,48965,51036,51462,51832,28021,28749,29388,29980,30714,31619,34230,35445,35683,36489,37350,38283,39059,40283,41441,779743,850620,899723,986242,1077049,1204093,1264957,1388885,1518775,1629270,1736162,1874533,1993426,2073025,2147981
0,0,cherokee_tx,48073,TX,"Cherokee, TX",247813,253702,259595,275298,299100,352324,366551,341307,502710,514107,496021,535241,1049623,1120133,1122167,1151846,21946,22314,24107,24819,25540,27452,27163,28041,28748,30122,31202,32306,33302,33839,34257,47832,48315,48751,49162,49669,49976,50447,50939,51076,51261,51088,51174,51573,51896,52240,1049699,1078125,1175230,1220133,1268568,1371948,1370303,1428363,1468337,1544079,1594062,1653204,1717467,1756131,1789572
0,0,childress_tx,48075,TX,"Childress, TX",65690,69278,70458,76749,13705,17306,18011,20958,67874,71288,77893,83506,147269,157873,166362,181213,18905,19330,20558,19698,22170,23605,24481,24227,26226,24255,27171,26351,28313,28800,29965,7411,7366,7205,7214,7148,7123,7030,7071,7030,7098,7055,7062,7040,7095,7067,140107,142382,148119,142103,158474,168139,172099,171312,184369,172165,191690,186088,199327,204336,211760
0,0,clay_tx,48077,TX,"Clay, TX",31080,30996,31901,32996,71080,90600,84090,74785,54180,50492,51463,54673,156339,172088,167454,162453,23592,25310,26696,28971,30881,36139,34012,35486,37189,39296,39648,41318,41165,42067,42522,11270,11278,11317,11157,11051,10843,10832,10735,10666,10522,10453,10374,10353,10242,10421,265877,285443,302124,323233,341262,391853,368415,380941,396658,413470,414439,428637,426185,430846,443125
0,0,cochran_tx,48079,TX,"Cochran, TX",20828,21406,21395,21926,31195,39975,35955,41322,26645,26033,27842,29504,78668,87414,85193,92751,21903,27154,32925,28638,31054,31547,29163,42735,32715,33930,40793,37628,37182,36582,40614,3490,3373,3338,3257,3194,3100,3086,3145,3075,3021,3002,2934,2961,2911,2851,76442,91592,109905,93275,99188,97797,89997,134401,100600,102502,122460,110402,110095,106491,115791
0,0,coke_tx,48081,TX,"Coke, TX",16802,16277,16405,17451,28266,30966,27530,21408,17136,23106,25004,25189,62204,70348,68939,64049,23451,22770,21700,22595,25386,26860,27905,30731,33131,36968,41317,43192,41314,39135,38586,3678,3559,3540,3492,3375,3348,3310,3319,3266,3201,3179,3215,3225,3263,3306,86253,81039,76819,78903,85679,89928,92367,101996,108206,118334,131348,138863,133237,127699,127566
0,0,coleman_tx,48083,TX,"Coleman, TX",35024,33595,34337,35398,40514,66547,70501,52028,81592,90449,90851,92516,157130,190590,195689,179942,22407,22331,23331,24495,26497,29475,28651,30241,33413,35424,37743,39863,40000,37633,38788,8827,8817,8739,8853,8774,8899,8867,8874,8745,8668,8526,8416,8315,8421,8430,197789,196896,203886,216853,232487,262297,254049,268359,292196,307054,321793,335491,332601,316908,326982
0,0,collin_tx,48085,TX,"Collin, TX",3096436,3328632,3530974,3813054,8800384,8478907,8649357,8601169,32251477,35208137,39511573,43144113,44148298,47015676,51691904,55558335,42505,43349,46150,47825,49781,51247,47328,49228,53465,55662,55576,58004,60626,62323,64025,589394,617802,647187,683935,714330,741264,765791,788442,813986,836789,858110,885632,914578,942453,969603,25052389,26781273,29867583,32709260,35559979,37987495,36243027,38813134,43519719,46577037,47690668,51370375,55447150,58736718,62078378
0,0,collingsworth_tx,48087,TX,"Collingsworth, TX",13193,12488,12759,13553,19210,28172,28831,32171,33745,36362,36708,36988,66148,77022,78298,82712,32038,30532,31352,27964,29199,24996,28297,31686,31163,33219,39399,34840,34265,34743,38186,3026,3028,2980,2952,2973,3017,3042,3054,3081,3019,3095,3010,3010,3028,2987,96946,92450,93429,82549,86810,75413,86079,96770,96014,100287,121939,104867,103139,105203,114063
0,Harvey,colorado_tx,48089,TX,"Colorado, TX",65665,67143,68064,72785,260004,285679,289571,300472,306359,338979,357041,371099,632028,691801,714675,744355,26307,27791,28623,30575,33298,35580,35738,36313,40194,39835,41222,43202,43720,43175,44836,20507,20450,20493,20608,20648,20818,20784,20870,20785,20698,20708,20687,20910,21027,21232,539473,568321,586564,630097,687527,740699,742776,757851,835431,824509,853623,893714,914190,907850,951966
0,0,comal_tx,48091,TX,"Comal, TX",383917,406037,423942,461666,749983,862879,961734,1078104,2453636,2860843,3209478,3538241,3587537,4129759,4595154,5078011,32190,33973,37342,39553,42060,44014,42907,44164,46359,48957,50273,52815,53783,55428,55965,84837,88119,91018,95637,99540,103272,106350,109251,112039,114808,118576,123120,128653,134142,141009,2730924,2993676,3398777,3782696,4186653,4545366,4563119,4824911,5194046,5620622,5961120,6502578,6919392,7435169,7891500
0,0,comanche_tx,48093,TX,"Comanche, TX",55653,57317,56878,47246,99483,119905,121917,131751,137008,140188,146015,165180,292143,317410,324811,344177,24705,25170,25135,25457,26342,26999,27411,30675,32091,32244,33445,38353,37987,37646,39842,13526,13646,13746,13814,13775,13834,13912,13951,13853,13709,13540,13457,13368,13521,13573,334160,343476,345512,351657,362862,373505,381341,427945,444553,442039,452845,516113,507813,509008,540776
0,0,concho_tx,48095,TX,"Concho, TX",14063,15231,16329,17429,17113,17934,16982,17242,40382,40502,43315,47278,71558,73667,76626,81949,18373,19124,19099,17207,19141,17902,18062,18410,21077,19620,24803,22762,22431,20405,32328,3991,4018,4039,3957,4018,4108,4076,4101,4117,4055,4094,4065,4140,4273,2717,73327,76842,77140,68090,76907,73542,73620,75499,86775,79561,101544,92526,92863,87191,87836
Rita,0,cooke_tx,48097,TX,"Cooke, TX",184801,192826,195256,201679,1484333,1746713,1870062,1502299,655658,699144,838156,928310,2324792,2638683,2903474,2632289,25990,26857,29105,32117,34185,40667,36261,38825,42392,45358,48603,52654,49352,46575,47339,37598,37815,38143,38241,38252,38223,38413,38463,38384,38675,38429,38691,39063,39244,39895,977190,1015590,1110168,1228193,1307636,1554408,1392896,1493340,1627169,1754235,1867760,2037255,1927836,1827775,1888597
0,0,coryell_tx,48099,TX,"Coryell, TX",424849,432414,438786,457356,136942,141184,138166,180896,572638,641140,705395,801622,1134429,1214738,1282347,1439874,22910,23372,24936,26324,26982,28007,28444,28968,29739,29471,29343,30485,31503,31952,32904,71364,71943,72610,72217,73324,74552,74673,75660,76641,78488,76779,76225,76231,74943,74913,1634954,1681464,1810625,1901017,1978442,2088009,2123992,2191694,2279200,2313136,2252929,2323751,2401482,2394570,2464970
0,0,cottle_tx,48101,TX,"Cottle, TX",7623,8059,7962,8103,6758,8430,9074,9967,9842,9880,10303,10589,24223,26369,27339,28659,34806,35555,35169,35488,40385,37166,41146,40071,42091,43561,46855,50121,53366,52888,60247,1699,1679,1653,1577,1513,1527,1509,1511,1506,1484,1441,1428,1438,1404,1387,59135,59697,58134,55965,61103,56753,62090,60548,63389,64645,67518,71573,76741,74255,83562
0,0,crane_tx,48103,TX,"Crane, TX",24277,25952,26584,29029,162282,179228,175162,110230,89375,93080,95056,67639,275934,298260,296803,206897,22280,22298,24648,29502,31216,34842,30523,32440,39545,44297,45778,48392,40152,37154,39596,3847,3865,3840,3855,3976,4157,4333,4382,4358,4527,4722,4906,5007,4807,4740,85713,86181,94648,113729,124115,144839,132258,142153,172336,200532,216163,237411,201042,178598,187685
Rita,0,crockett_tx,48105,TX,"Crockett, TX",23024,23490,23457,25188,64804,79229,70474,71316,50387,50201,55210,58349,138214,152920,149141,154853,25519,23946,24580,26437,27285,31299,28617,29143,33992,33419,37720,38577,38106,36129,36757,3862,3857,3851,3739,3759,3783,3740,3701,3656,3703,3761,3786,3732,3653,3564,98553,92358,94656,98849,102566,118404,107029,107859,124273,123749,141865,146053,142211,131978,131002
0,0,crosby_tx,48107,TX,"Crosby, TX",26433,26658,26282,27482,38554,47347,49427,54282,52780,54948,55605,61473,117767,128954,131314,143236,25650,29768,30514,26467,29299,27392,29870,37032,25977,26688,41054,29187,28131,27821,34530,6718,6625,6521,6466,6262,6192,6057,6026,6040,6030,5919,5824,5916,5917,5899,172316,197212,198985,171135,183472,169611,180923,223153,156903,160930,243000,169983,166424,164619,203691
0,0,culberson_tx,48109,TX,"Culberson, TX",23800,24968,24736,26216,36010,37970,33514,32048,39326,41360,41121,40520,99136,104299,99371,98784,17787,19318,20463,21584,24284,24130,29146,30963,31938,35459,39676,40714,41612,43297,47127,2778,2695,2648,2587,2536,2490,2384,2404,2392,2315,2305,2280,2251,2219,2231,49412,52062,54187,55837,61585,60083,69483,74434,76396,82087,91453,92829,93668,96077,105141
0,0,dallam_tx,48111,TX,"Dallam, TX",18884,18937,19324,20093,238210,315186,257712,270693,220763,228296,229710,246485,477856,562418,506745,537272,36191,39529,37042,35432,39818,41752,43022,45650,51257,52747,52465,55235,63358,51487,54562,6148,6208,6238,6205,6336,6506,6571,6746,6882,7048,7102,7203,7264,7256,7208,222503,245395,231069,219857,252284,271641,282696,307956,352751,371763,372603,397857,460232,373590,393283
0,0,dallas_tx,48113,TX,"Dallas, TX",14886055,15563996,16114432,17104763,49259544,52017527,51326142,43025490,163569340,167450635,175380037,185792818,227714939,235032158,242820611,245923071,35320,35697,38037,41020,42392,44466,39094,40854,47564,48621,49006,51999,52603,54456,55859,2246432,2244020,2250830,2275434,2291891,2314018,2346378,2372257,2408133,2454781,2483807,2517417,2554233,2587462,2618148,79344789,80104192,85614530,93338307,97157230,102894908,91730273,96915959,114541548,119354141,121720554,130903953,134360718,140901671,146247979
Rita,0,dawson_tx,48115,TX,"Dawson, TX",89540,94105,95181,98643,107467,133874,124605,117079,185765,184037,197787,220822,382772,412016,417574,436545,21876,22668,24862,22545,27550,23680,25016,31813,28954,30240,36021,31858,32352,31539,36857,14354,14062,14092,13987,13865,13804,13741,13827,13744,13601,13202,13434,12984,13042,12813,314013,318752,350354,315331,381980,326882,343741,439876,397939,411295,475552,427982,420061,411331,472243
0,0,deaf smith_tx,48117,TX,"Deaf Smith, TX",79166,81974,82573,93915,462141,570848,496508,546000,295504,331026,334904,398653,836810,983848,913984,1038568,24541,22737,25773,23763,27931,28505,27410,34849,40078,37204,35348,42858,51656,40751,41634,18454,18671,18737,18770,18916,19054,19084,19458,19490,19327,19148,19099,18802,18850,18836,452888,424517,482918,446030,528338,543135,523100,678086,781126,719041,676844,818543,971240,768158,784210
0,0,delta_tx,48119,TX,"Delta, TX",17114,17462,17396,18257,17230,22643,21186,22898,42398,55370,68678,69347,76741,95474,107259,110501,21515,21511,21512,22808,25859,26078,27409,29177,31660,31498,33658,34440,35054,35830,34737,5310,5409,5314,5355,5199,5252,5180,5241,5146,5241,5118,5139,5157,5146,5298,114246,116351,114313,122137,134439,136962,141980,152917,162921,165082,172264,176986,180774,184383,184039
0,0,denton_tx,48121,TX,"Denton, TX",2541004,2672706,2777136,2938357,3529769,4224593,4607014,4669844,13730434,15443336,17261454,20212408,19801208,22340635,24645604,27820609,32329,33474,36551,39220,40956,42947,40757,41358,43535,45563,46774,48894,51173,52616,53948,509732,529811,553669,584561,609001,630104,649702,666750,685934,708139,729013,753511,779572,808299,836210,16479226,17734716,20236918,22926253,24942355,27061001,26479638,27575456,29862396,32264697,34099214,36841842,39892799,42529702,45112022
