State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Texas,3/9/2013,"16,386",3/2/2013,"155,394","10,361,230",1.5,,,
Texas,3/16/2013,"15,569",3/9/2013,"155,283","10,361,230",1.5,,,
Texas,3/23/2013,"18,305",3/16/2013,"159,948","10,361,230",1.54,,,
Texas,3/30/2013,"14,816",3/23/2013,"156,099","10,361,230",1.51,,,
Texas,4/6/2013,"17,261",3/30/2013,"154,780","10,361,230",1.49,,,
Texas,4/13/2013,"20,311",4/6/2013,"152,539","10,435,895",1.46,,,
Texas,4/20/2013,"17,241",4/13/2013,"155,636","10,435,895",1.49,,,
Texas,4/27/2013,"16,799",4/20/2013,"158,224","10,435,895",1.52,,,
Texas,5/4/2013,"17,294",4/27/2013,"153,872","10,435,895",1.47,,,
Texas,5/11/2013,"17,368",5/4/2013,"154,424","10,435,895",1.48,,,
Texas,5/18/2013,"17,696",5/11/2013,"154,146","10,435,895",1.48,,,
Texas,5/25/2013,"17,088",5/18/2013,"160,262","10,435,895",1.54,,,
Texas,6/1/2013,"15,212",5/25/2013,"157,846","10,435,895",1.51,,,
Texas,6/8/2013,"18,219",6/1/2013,"162,735","10,435,895",1.56,,,
Texas,6/15/2013,"17,761",6/8/2013,"157,419","10,435,895",1.51,,,
Texas,6/22/2013,"17,997",6/15/2013,"168,380","10,435,895",1.61,,,
Texas,6/29/2013,"18,488",6/22/2013,"165,884","10,435,895",1.59,,,
Texas,7/6/2013,"15,355",6/29/2013,"166,061","10,435,895",1.59,,,
Texas,7/13/2013,"21,356",7/6/2013,"168,924","10,523,664",1.61,,,
Texas,7/20/2013,"18,971",7/13/2013,"172,801","10,523,664",1.64,,,
Texas,7/27/2013,"16,189",7/20/2013,"174,354","10,523,664",1.66,,,
Texas,8/3/2013,"17,340",7/27/2013,"171,760","10,523,664",1.63,,,
Texas,8/10/2013,"16,446",8/3/2013,"168,808","10,523,664",1.6,,,
Texas,8/17/2013,"16,226",8/10/2013,"170,198","10,523,664",1.62,,,
Texas,8/24/2013,"15,472",8/17/2013,"167,441","10,523,664",1.59,,,
Texas,8/31/2013,"15,764",8/24/2013,"166,723","10,523,664",1.58,,,
Texas,9/7/2013,"14,773",8/31/2013,"158,017","10,523,664",1.5,,,
Texas,9/14/2013,"16,054",9/7/2013,"159,589","10,523,664",1.52,,,
Texas,9/21/2013,"16,036",9/14/2013,"158,555","10,523,664",1.51,,,
Texas,9/28/2013,"14,781",9/21/2013,"156,252","10,523,664",1.48,,,
Texas,10/5/2013,"16,206",9/28/2013,"152,642","10,523,664",1.45,,,
Texas,10/12/2013,"16,283",10/5/2013,"148,347","10,605,732",1.4,,,
Texas,10/19/2013,"15,299",10/12/2013,"150,577","10,605,732",1.42,,,
Texas,10/26/2013,"16,070",10/19/2013,"151,533","10,605,732",1.43,,,
Texas,11/2/2013,"16,669",10/26/2013,"149,077","10,605,732",1.41,,,
Texas,11/9/2013,"18,405",11/2/2013,"149,903","10,605,732",1.41,,,
Texas,11/16/2013,"15,821",11/9/2013,"148,254","10,605,732",1.4,,,
Texas,11/23/2013,"17,920",11/16/2013,"158,104","10,605,732",1.49,,,
Texas,11/30/2013,"10,636",11/23/2013,"145,667","10,605,732",1.37,,,
Texas,12/7/2013,"20,397",11/30/2013,"171,698","10,605,732",1.62,,,
Texas,12/14/2013,"15,493",12/7/2013,"152,943","10,605,732",1.44,,,
Texas,12/21/2013,"16,033",12/14/2013,"166,582","10,605,732",1.57,,,
Texas,12/28/2013,"9,310",12/21/2013,"142,121","10,605,732",1.34,,,
Texas,1/4/2014,"15,948",12/28/2013,"168,844","10,605,732",1.59,,,
Texas,1/11/2014,"28,748",1/4/2014,"162,251","10,682,247",1.52,,,
Texas,1/18/2014,"19,959",1/11/2014,"177,750","10,682,247",1.66,,,
Texas,1/25/2014,"15,807",1/18/2014,"165,568","10,682,247",1.55,,,
Texas,2/1/2014,"16,699",1/25/2014,"175,551","10,682,247",1.64,,,
Texas,2/8/2014,"17,139",2/1/2014,"162,426","10,682,247",1.52,,,
Texas,2/15/2014,"15,530",2/8/2014,"168,332","10,682,247",1.58,,,
Texas,2/22/2014,"13,913",2/15/2014,"159,351","10,682,247",1.49,,,
Texas,3/1/2014,"15,158",2/22/2014,"164,833","10,682,247",1.54,,,
Texas,3/8/2014,"15,544",3/1/2014,"156,558","10,682,247",1.47,,,
Texas,3/15/2014,"14,171",3/8/2014,"159,410","10,682,247",1.49,,,
Texas,3/22/2014,"16,595",3/15/2014,"160,028","10,682,247",1.5,,,
Texas,3/29/2014,"14,774",3/22/2014,"157,872","10,682,247",1.48,,,
Texas,4/5/2014,"16,139",3/29/2014,"152,293","10,682,247",1.43,,,
Texas,4/12/2014,"17,931",4/5/2014,"149,872","10,761,074",1.39,,,
Texas,4/19/2014,"14,813",4/12/2014,"149,189","10,761,074",1.39,,,
Texas,4/26/2014,"15,360",4/19/2014,"154,065","10,761,074",1.43,,,
Texas,5/3/2014,"16,507",4/26/2014,"147,881","10,761,074",1.37,,,
Texas,5/10/2014,"16,130",5/3/2014,"147,494","10,761,074",1.37,,,
Texas,5/17/2014,"16,955",5/10/2014,"146,606","10,761,074",1.36,,,
Texas,5/24/2014,"16,695",5/17/2014,"149,847","10,761,074",1.39,,,
Texas,5/31/2014,"15,735",5/24/2014,"149,155","10,761,074",1.39,,,
Texas,6/7/2014,"17,835",5/31/2014,"151,074","10,761,074",1.4,,,
Texas,6/14/2014,"16,494",6/7/2014,"148,971","10,761,074",1.38,,,
Texas,6/21/2014,"16,722",6/14/2014,"155,551","10,761,074",1.45,,,
Texas,6/28/2014,"16,951",6/21/2014,"157,568","10,761,074",1.46,,,
Texas,7/5/2014,"14,028",6/28/2014,"151,934","10,761,074",1.41,,,
Texas,7/12/2014,"19,175",7/5/2014,"156,693","10,837,135",1.45,,,
Texas,7/19/2014,"16,211",7/12/2014,"155,648","10,837,135",1.44,,,
Texas,7/26/2014,"14,457",7/19/2014,"163,268","10,837,135",1.51,,,
Texas,8/2/2014,"14,149",7/26/2014,"152,760","10,837,135",1.41,,,
Texas,8/9/2014,"14,908",8/2/2014,"153,997","10,837,135",1.42,,,
Texas,8/16/2014,"13,858",8/9/2014,"147,195","10,837,135",1.36,,,
Texas,8/23/2014,"14,166",8/16/2014,"152,401","10,837,135",1.41,,,
Texas,8/30/2014,"14,089",8/23/2014,"142,312","10,837,135",1.31,,,
Texas,9/6/2014,"13,798",8/30/2014,"141,662","10,837,135",1.31,,,
Texas,9/13/2014,"13,473",9/6/2014,"134,400","10,837,135",1.24,,,
Texas,9/20/2014,"13,141",9/13/2014,"135,787","10,837,135",1.25,,,
Texas,9/27/2014,"12,506",9/20/2014,"130,002","10,837,135",1.2,,,
Texas,10/4/2014,"14,482",9/27/2014,"130,981","10,837,135",1.21,,,
Texas,10/11/2014,"16,097",10/4/2014,"122,813","10,913,129",1.13,,,
Texas,10/18/2014,"14,377",10/11/2014,"125,241","10,913,129",1.15,,,
Texas,10/25/2014,"13,819",10/18/2014,"125,857","10,913,129",1.15,,,
Texas,11/1/2014,"14,054",10/25/2014,"126,003","10,913,129",1.15,,,
Texas,11/8/2014,"16,440",11/1/2014,"125,826","10,913,129",1.15,,,
Texas,11/15/2014,"15,335",11/8/2014,"123,156","10,913,129",1.13,,,
Texas,11/22/2014,"16,016",11/15/2014,"131,892","10,913,129",1.21,,,
Texas,11/29/2014,"9,703",11/22/2014,"121,246","10,913,129",1.11,,,
Texas,12/6/2014,"18,810",11/29/2014,"143,201","10,913,129",1.31,,,
Texas,12/13/2014,"14,828",12/6/2014,"125,895","10,913,129",1.15,,,
Texas,12/20/2014,"15,057",12/13/2014,"139,598","10,913,129",1.28,,,
Texas,12/27/2014,"8,049",12/20/2014,"120,152","10,913,129",1.1,,,
Texas,1/3/2015,"13,471",12/27/2014,"144,823","10,913,129",1.33,,,
Texas,1/10/2015,"25,783",1/3/2015,"140,712","10,913,129",1.29,,,
Texas,1/17/2015,"19,674",1/10/2015,"146,275","10,995,551",1.33,,,
Texas,1/24/2015,"17,117",1/17/2015,"138,914","10,995,551",1.26,,,
Texas,1/31/2015,"17,981",1/24/2015,"146,373","10,995,551",1.33,,,
Texas,2/7/2015,"20,418",1/31/2015,"140,062","10,995,551",1.27,,,
Texas,2/14/2015,"17,999",2/7/2015,"144,077","10,995,551",1.31,,,
Texas,2/21/2015,"17,182",2/14/2015,"146,142","10,995,551",1.33,,,
Texas,2/28/2015,"17,136",2/21/2015,"150,006","10,995,551",1.36,,,
Texas,3/7/2015,"19,075",2/28/2015,"151,623","10,995,551",1.38,,,
Texas,3/14/2015,"17,302",3/7/2015,"152,495","10,995,551",1.39,,,
Texas,3/21/2015,"19,337",3/14/2015,"159,807","10,995,551",1.45,,,
Texas,3/28/2015,"18,361",3/21/2015,"157,749","10,995,551",1.43,,,
Texas,4/4/2015,"18,356",3/28/2015,"158,860","10,995,551",1.44,,,
Texas,4/11/2015,"21,023",4/4/2015,"153,084","10,995,551",1.39,,,
Texas,4/18/2015,"18,860",4/11/2015,"164,025","11,081,594",1.48,,,
Texas,4/25/2015,"17,372",4/18/2015,"166,152","11,081,594",1.5,,,
Texas,5/2/2015,"17,228",4/25/2015,"166,681","11,081,594",1.5,,,
Texas,5/9/2015,"17,348",5/2/2015,"163,074","11,081,594",1.47,,,
Texas,5/16/2015,"17,021",5/9/2015,"165,610","11,081,594",1.49,,,
Texas,5/23/2015,"17,595",5/16/2015,"169,900","11,081,594",1.53,,,
Texas,5/30/2015,"15,015",5/23/2015,"169,756","11,081,594",1.53,,,
Texas,6/6/2015,"18,504",5/30/2015,"174,319","11,081,594",1.57,,,
Texas,6/13/2015,"16,929",6/6/2015,"169,953","11,081,594",1.53,,,
Texas,6/20/2015,"17,436",6/13/2015,"179,381","11,081,594",1.62,,,
Texas,6/27/2015,"18,491",6/20/2015,"180,742","11,081,594",1.63,,,
Texas,7/4/2015,"16,086",6/27/2015,"180,249","11,081,594",1.63,,,
Texas,7/11/2015,"19,605",7/4/2015,"179,996","11,181,963",1.61,,,
Texas,7/18/2015,"16,431",7/11/2015,"181,065","11,181,963",1.62,,,
Texas,7/25/2015,"16,270",7/18/2015,"187,330","11,181,963",1.68,,,
Texas,8/1/2015,"16,281",7/25/2015,"182,537","11,181,963",1.63,,,
Texas,8/8/2015,"16,692",8/1/2015,"183,428","11,181,963",1.64,,,
Texas,8/15/2015,"15,621",8/8/2015,"176,760","11,181,963",1.58,,,
Texas,8/22/2015,"15,367",8/15/2015,"181,437","11,181,963",1.62,,,
Texas,8/29/2015,"15,925",8/22/2015,"173,055","11,181,963",1.55,,,
Texas,9/5/2015,"17,045",8/29/2015,"170,253","11,181,963",1.52,,,
Texas,9/12/2015,"13,476",9/5/2015,"160,294","11,181,963",1.43,,,
Texas,9/19/2015,"15,661",9/12/2015,"169,115","11,181,963",1.51,,,
Texas,9/26/2015,"15,160",9/19/2015,"161,106","11,181,963",1.44,,,
Texas,10/3/2015,"16,483",9/26/2015,"163,862","11,181,963",1.47,,,
Texas,10/10/2015,"19,110",10/3/2015,"151,925","11,275,316",1.35,,,
Texas,10/17/2015,"16,217",10/10/2015,"159,631","11,275,316",1.42,,,
Texas,10/24/2015,"16,449",10/17/2015,"159,096","11,275,316",1.41,,,
Texas,10/31/2015,"16,966",10/24/2015,"162,024","11,275,316",1.44,,,
Texas,11/7/2015,"19,421",10/31/2015,"160,947","11,275,316",1.43,,,
Texas,11/14/2015,"16,301",11/7/2015,"160,704","11,275,316",1.43,,,
Texas,11/21/2015,"18,146",11/14/2015,"169,363","11,275,316",1.5,,,
Texas,11/28/2015,"10,921",11/21/2015,"157,411","11,275,316",1.4,,,
Texas,12/5/2015,"21,703",11/28/2015,"182,647","11,275,316",1.62,,,
Texas,12/12/2015,"17,168",12/5/2015,"162,238","11,275,316",1.44,,,
Texas,12/19/2015,"16,016",12/12/2015,"177,836","11,275,316",1.58,,,
Texas,12/26/2015,"10,933",12/19/2015,"160,420","11,275,316",1.42,,,
Texas,1/2/2016,"12,859",12/26/2015,"180,569","11,275,316",1.6,,,
Texas,1/9/2016,"26,258",1/2/2016,"179,040","11,181,963",1.6,,,
Texas,1/16/2016,"19,126",1/9/2016,"181,738","11,181,963",1.63,,,
Texas,1/23/2016,"16,838",1/16/2016,"175,742","11,181,963",1.57,,,
Texas,1/30/2016,"17,635",1/23/2016,"179,310","11,181,963",1.6,,,
Texas,2/6/2016,"19,309",1/30/2016,"174,000","11,181,963",1.56,,,
Texas,2/13/2016,"16,967",2/6/2016,"174,666","11,181,963",1.56,,,
Texas,2/20/2016,"15,977",2/13/2016,"174,913","11,181,963",1.56,,,
Texas,2/27/2016,"16,936",2/20/2016,"179,585","11,181,963",1.61,,,
Texas,3/5/2016,"17,643",2/27/2016,"176,560","11,181,963",1.58,,,
Texas,3/12/2016,"16,955",3/5/2016,"175,285","11,181,963",1.57,,,
Texas,3/19/2016,"16,306",3/12/2016,"179,249","11,181,963",1.6,,,
Texas,3/26/2016,"17,361",3/19/2016,"182,931","11,181,963",1.64,,,
Texas,4/2/2016,"16,427",3/26/2016,"178,756","11,181,963",1.6,,,
Texas,4/9/2016,"19,103",4/2/2016,"172,637","11,416,813",1.51,,,
Texas,4/16/2016,"16,564",4/9/2016,"176,156","11,416,813",1.54,,,
Texas,4/23/2016,"16,288",4/16/2016,"181,331","11,416,813",1.59,,,
Texas,4/30/2016,"16,133",4/23/2016,"178,982","11,416,813",1.57,,,
Texas,5/7/2016,"17,074",4/30/2016,"180,372","11,416,813",1.58,,,
Texas,5/14/2016,"17,346",5/7/2016,"175,739","11,416,813",1.54,,,
Texas,5/21/2016,"17,421",5/14/2016,"182,079","11,416,813",1.59,,,
Texas,5/28/2016,"17,101",5/21/2016,"179,596","11,416,813",1.57,,,
Texas,6/4/2016,"16,543",5/28/2016,"183,745","11,416,813",1.61,,,
Texas,6/11/2016,"17,624",6/4/2016,"179,754","11,416,813",1.57,,,
Texas,6/18/2016,"17,571",6/11/2016,"189,644","11,416,813",1.66,,,
Texas,6/25/2016,"17,181",6/18/2016,"191,054","11,416,813",1.67,,,
Texas,7/2/2016,"16,540",6/25/2016,"190,291","11,416,813",1.67,,,
Texas,7/9/2016,"16,075",7/2/2016,"183,095","11,464,998",1.6,,,
Texas,7/16/2016,"17,483",7/9/2016,"192,200","11,464,998",1.68,,,
Texas,7/23/2016,"15,838",7/16/2016,"192,281","11,464,998",1.68,,,
Texas,7/30/2016,"14,990",7/23/2016,"189,988","11,464,998",1.66,,,
Texas,8/6/2016,"16,186",7/30/2016,"188,295","11,464,998",1.64,,,
Texas,8/13/2016,"15,596",8/6/2016,"182,533","11,464,998",1.59,,,
Texas,8/20/2016,"15,210",8/13/2016,"185,052","11,464,998",1.61,,,
Texas,8/27/2016,"14,268",8/20/2016,"180,016","11,464,998",1.57,,,
Texas,9/3/2016,"15,707",8/27/2016,"177,039","11,464,998",1.54,,,
Texas,9/10/2016,"13,072",9/3/2016,"164,760","11,464,998",1.44,,,
Texas,9/17/2016,"14,817",9/10/2016,"169,348","11,464,998",1.48,,,
Texas,9/24/2016,"14,694",9/17/2016,"165,962","11,464,998",1.45,,,
Texas,10/1/2016,"14,323",9/24/2016,"163,680","11,464,998",1.43,,,
Texas,10/8/2016,"16,881",10/1/2016,"157,796","11,489,518",1.37,,,
Texas,10/15/2016,"14,613",10/8/2016,"154,824","11,489,518",1.35,,,
Texas,10/22/2016,"15,308",10/15/2016,"157,801","11,489,518",1.37,,,
Texas,10/29/2016,"15,832",10/22/2016,"152,512","11,489,518",1.33,,,
Texas,11/5/2016,"17,998",10/29/2016,"156,476","11,489,518",1.36,,,
Texas,11/12/2016,"15,829",11/5/2016,"147,819","11,489,518",1.29,,,
Texas,11/19/2016,"18,565",11/12/2016,"159,339","11,489,518",1.39,,,
Texas,11/26/2016,"10,877",11/19/2016,"147,856","11,489,518",1.29,,,
Texas,12/3/2016,"20,194",11/26/2016,"175,613","11,489,518",1.53,,,
Texas,12/10/2016,"15,509",12/3/2016,"151,207","11,489,518",1.32,,,
Texas,12/17/2016,"15,595",12/10/2016,"168,225","11,489,518",1.46,,,
Texas,12/24/2016,"13,720",12/17/2016,"153,582","11,489,518",1.34,,,
Texas,12/31/2016,"11,715",12/24/2016,"168,717","11,489,518",1.47,,,
Texas,1/7/2017,"21,401",12/31/2016,"167,019","11,489,518",1.45,,,
Texas,1/14/2017,"17,583",1/7/2017,"170,051","11,526,467",1.48,,,
Texas,1/21/2017,"15,064",1/14/2017,"161,675","11,526,467",1.4,,,
Texas,1/28/2017,"15,118",1/21/2017,"165,892","11,526,467",1.44,,,
Texas,2/4/2017,"15,306",1/28/2017,"155,865","11,526,467",1.35,,,
Texas,2/11/2017,"14,652",2/4/2017,"154,824","11,526,467",1.34,,,
Texas,2/18/2017,"13,841",2/11/2017,"153,292","11,526,467",1.33,,,
Texas,2/25/2017,"12,293",2/18/2017,"152,877","11,526,467",1.33,,,
Texas,3/4/2017,"13,841",2/25/2017,"150,379","11,526,467",1.3,,,
Texas,3/11/2017,"14,103",3/4/2017,"145,929","11,526,467",1.27,,,
Texas,3/18/2017,"13,344",3/11/2017,"145,769","11,526,467",1.26,,,
Texas,3/25/2017,"15,950",3/18/2017,"149,911","11,526,467",1.3,,,
Texas,4/1/2017,"13,745",3/25/2017,"144,323","11,526,467",1.25,,,
Texas,4/8/2017,"16,625",4/1/2017,"142,058","11,512,952",1.23,,,
Texas,4/15/2017,"13,147",4/8/2017,"139,357","11,512,952",1.21,,,
Texas,4/22/2017,"13,835",4/15/2017,"144,889","11,512,952",1.26,,,
Texas,4/29/2017,"13,224",4/22/2017,"139,968","11,512,952",1.22,,,
Texas,5/6/2017,"14,590",4/29/2017,"141,653","11,512,952",1.23,,,
Texas,5/13/2017,"14,546",5/6/2017,"134,071","11,512,952",1.16,,,
Texas,5/20/2017,"15,198",5/13/2017,"141,368","11,512,952",1.23,,,
Texas,5/27/2017,"15,135",5/20/2017,"137,165","11,512,952",1.19,,,
Texas,6/3/2017,"14,020",5/27/2017,"142,868","11,512,952",1.24,,,
Texas,6/10/2017,"15,942",6/3/2017,"138,526","11,512,952",1.2,,,
Texas,6/17/2017,"15,593",6/10/2017,"149,920","11,512,952",1.3,,,
Texas,6/24/2017,"15,407",6/17/2017,"151,376","11,512,952",1.31,,,
Texas,7/1/2017,"14,052",6/24/2017,"151,427","11,512,952",1.32,,,
Texas,7/8/2017,"13,296",7/1/2017,"148,194","11,545,879",1.28,,,
Texas,7/15/2017,"14,448",7/8/2017,"153,336","11,545,879",1.33,,,
Texas,7/22/2017,"13,607",7/15/2017,"153,020","11,545,879",1.33,,,
Texas,7/29/2017,"13,166",7/22/2017,"152,941","11,545,879",1.32,,,
Texas,8/5/2017,"14,081",7/29/2017,"147,742","11,545,879",1.28,,,
Texas,8/12/2017,"13,218",8/5/2017,"146,399","11,545,879",1.27,,,
Texas,8/19/2017,"13,290",8/12/2017,"146,555","11,545,879",1.27,,,
Texas,8/26/2017,"12,105",8/19/2017,"143,964","11,545,879",1.25,,,
Texas,9/2/2017,"63,788",8/26/2017,"135,605","11,545,879",1.17,,,
Texas,9/9/2017,"52,024",9/2/2017,"128,496","11,545,879",1.11,,,
Texas,9/16/2017,"28,387",9/9/2017,"193,355","11,545,879",1.67,,,
Texas,9/23/2017,"20,104",9/16/2017,"156,703","11,545,879",1.36,,,
Texas,9/30/2017,"17,063",9/23/2017,"163,562","11,545,879",1.42,,,
Texas,10/7/2017,"16,656",9/30/2017,"133,903","11,545,879",1.16,,,
Texas,10/14/2017,"14,865",10/7/2017,"145,286","11,604,324",1.25,,,
Texas,10/21/2017,"15,164",10/14/2017,"128,786","11,604,324",1.11,,,
Texas,10/28/2017,"14,423",10/21/2017,"143,632","11,604,324",1.24,,,
Texas,11/4/2017,"14,937",10/28/2017,"124,127","11,604,324",1.07,,,
Texas,11/11/2017,"14,719",11/4/2017,"136,990","11,604,324",1.18,,,
Texas,11/18/2017,"15,826",11/11/2017,"125,798","11,604,324",1.08,,,
Texas,11/25/2017,"10,737",11/18/2017,"134,210","11,604,324",1.16,,,
Texas,12/2/2017,"19,599",11/25/2017,"140,371","11,604,324",1.21,,,
Texas,12/9/2017,"14,375",12/2/2017,"135,717","11,604,324",1.17,,,
Texas,12/16/2017,"14,244",12/9/2017,"136,339","11,604,324",1.17,,,
Texas,12/23/2017,"14,138",12/16/2017,"139,198","11,604,324",1.2,,,
Texas,12/30/2017,"9,919",12/23/2017,"133,078","11,604,324",1.15,,,
Texas,1/6/2018,"14,973",12/30/2017,"148,901","11,604,324",1.28,,,
Texas,1/13/2018,"20,540",1/6/2018,"144,179","11,706,892",1.23,,,
Texas,1/20/2018,"12,793",1/13/2018,"144,349","11,706,892",1.23,,,
Texas,1/27/2018,"14,275",1/20/2018,"140,604","11,706,892",1.2,,,
Texas,2/3/2018,"14,131",1/27/2018,"136,766","11,706,892",1.17,,,
Texas,2/10/2018,"13,738",2/3/2018,"129,893","11,706,892",1.11,,,
Texas,2/17/2018,"13,044",2/10/2018,"132,190","11,706,892",1.13,,,
Texas,2/24/2018,"11,697",2/17/2018,"129,920","11,706,892",1.11,,,
Texas,3/3/2018,"12,570",2/24/2018,"129,999","11,706,892",1.11,,,
Texas,3/10/2018,"12,848",3/3/2018,"123,876","11,706,892",1.06,,,
Texas,3/17/2018,"11,837",3/10/2018,"121,792","11,706,892",1.04,,,
Texas,3/24/2018,"14,723",3/17/2018,"129,028","11,706,892",1.1,,,
Texas,3/31/2018,"11,603",3/24/2018,"120,161","11,706,892",1.03,,,
Texas,4/7/2018,"15,108",3/31/2018,"122,403","11,706,892",1.05,,,
Texas,4/14/2018,"12,698",4/7/2018,"116,302","11,758,426",0.99,,,
Texas,4/21/2018,"12,221",4/14/2018,"123,990","11,758,426",1.05,,,
Texas,4/28/2018,"12,086",4/21/2018,"116,000","11,758,426",0.99,,,
Texas,5/5/2018,"13,780",4/28/2018,"119,587","11,758,426",1.02,,,
Texas,5/12/2018,"13,755",5/5/2018,"111,246","11,758,426",0.95,,,
Texas,5/19/2018,"13,953",5/12/2018,"119,249","11,758,426",1.01,,,
Texas,5/26/2018,"12,836",5/19/2018,"114,482","11,758,426",0.97,,,
Texas,6/2/2018,"12,227",5/26/2018,"119,288","11,758,426",1.01,,,
Texas,6/9/2018,"14,504",6/2/2018,"114,916","11,758,426",0.98,,,
Texas,6/16/2018,"14,167",6/9/2018,"124,031","11,758,426",1.05,,,
Texas,6/23/2018,"13,474",6/16/2018,"123,164","11,758,426",1.05,,,
Texas,6/30/2018,"13,599",6/23/2018,"127,099","11,758,426",1.08,,,
Texas,7/7/2018,"13,353",6/30/2018,"121,374","11,758,426",1.03,,,
Texas,7/14/2018,"13,703",7/7/2018,"128,248","11,814,674",1.09,,,
Texas,7/21/2018,"12,549",7/14/2018,"128,927","11,814,674",1.09,,,
Texas,7/28/2018,"11,737",7/21/2018,"128,021","11,814,674",1.08,,,
Texas,8/4/2018,"12,275",7/28/2018,"126,064","11,814,674",1.07,,,
Texas,8/11/2018,"11,658",8/4/2018,"121,012","11,814,674",1.02,,,
Texas,8/18/2018,"11,760",8/11/2018,"123,315","11,814,674",1.04,,,
Texas,8/25/2018,"11,956",8/18/2018,"118,707","11,814,674",1,,,
Texas,9/1/2018,"11,301",8/25/2018,"117,867","11,814,674",1,,,
Texas,9/8/2018,"10,838",9/1/2018,"108,307","11,814,674",0.92,,,
Texas,9/15/2018,"11,857",9/8/2018,"113,501","11,814,674",0.96,,,
Texas,9/22/2018,"10,994",9/15/2018,"107,078","11,814,674",0.91,,,
Texas,9/29/2018,"10,447",9/22/2018,"109,704","11,814,674",0.93,,,
Texas,10/6/2018,"11,980",9/29/2018,"102,275","11,814,674",0.87,,,
Texas,10/13/2018,"11,802",10/6/2018,"101,178","11,882,030",0.85,,,
Texas,10/20/2018,"12,422",10/13/2018,"100,658","11,882,030",0.85,,,
Texas,10/27/2018,"12,201",10/20/2018,"103,365","11,882,030",0.87,,,
Texas,11/3/2018,"12,808",10/27/2018,"100,698","11,882,030",0.85,,,
Texas,11/10/2018,"14,597",11/3/2018,"101,478","11,882,030",0.85,,,
Texas,11/17/2018,"15,133",11/10/2018,"102,757","11,882,030",0.86,,,
Texas,11/24/2018,"9,653",11/17/2018,"103,598","11,882,030",0.87,,,
Texas,12/1/2018,"17,035",11/24/2018,"119,851","11,882,030",1.01,,,
Texas,12/8/2018,"14,041",12/1/2018,"110,762","11,882,030",0.93,,,
Texas,12/15/2018,"13,461",12/8/2018,"114,652","11,882,030",0.96,,,
Texas,12/22/2018,"13,894",12/15/2018,"113,231","11,882,030",0.95,,,
Texas,12/29/2018,"9,090",12/22/2018,"112,980","11,882,030",0.95,,,
Texas,1/5/2019,"12,905",12/29/2018,"123,402","11,882,030",1.04,,,
Texas,1/12/2019,"20,493",1/5/2019,"129,887","11,941,735",1.09,,,
Texas,1/19/2019,"17,453",1/12/2019,"128,985","11,941,735",1.08,,,
Texas,1/26/2019,"12,479",1/19/2019,"123,476","11,941,735",1.03,,,
Texas,2/2/2019,"14,161",1/26/2019,"121,027","11,941,735",1.01,,,
Texas,2/9/2019,"13,526",2/2/2019,"115,008","11,941,735",0.96,,,
Texas,2/16/2019,"12,388",2/9/2019,"117,176","11,941,735",0.98,,,
Texas,2/23/2019,"11,766",2/16/2019,"117,832","11,941,735",0.99,,,
Texas,3/2/2019,"12,099",2/23/2019,"116,340","11,941,735",0.97,,,
Texas,3/9/2019,"12,760",3/2/2019,"112,808","11,941,735",0.94,,,
Texas,3/16/2019,"11,580",3/9/2019,"113,456","11,941,735",0.95,,,
Texas,3/23/2019,"14,382",3/16/2019,"117,994","11,941,735",0.99,,,
Texas,3/30/2019,"12,327",3/23/2019,"113,639","11,941,735",0.95,,,
Texas,4/6/2019,"13,093",3/30/2019,"111,714","11,941,735",0.94,,,
Texas,3/16/2019,"11,580",3/9/2019,"113,456","11,941,735",0.95,,,
Texas,3/23/2019,"14,382",3/16/2019,"117,994","11,941,735",0.99,,,
Texas,3/30/2019,"12,327",3/23/2019,"113,639","11,941,735",0.95,,,
Texas,4/6/2019,"13,093",3/30/2019,"111,714","11,941,735",0.94,,,
,,,,,,,,,
Run Date: 4/18/2019,,,,,,,,,
